iter	Logloss
218	0.2738353492
219	0.2736007332
220	0.2732323821
221	0.2729534701
222	0.2727647606
223	0.2725523637
224	0.272387823
225	0.2722238442
226	0.2721189998
227	0.2719888432
228	0.2718136172
229	0.2716773627
230	0.2715061809
231	0.2713601584
232	0.2711856457
233	0.2709147479
234	0.2706827569
235	0.270465593
236	0.2703227726
237	0.2701442249
238	0.2699452564
239	0.2697144854
240	0.2691798225
241	0.2690385106
242	0.2688825152
243	0.2687209853
244	0.2685703815
245	0.2684110886
246	0.2682377571
247	0.2680287029
248	0.2678870916
249	0.2676947818
250	0.2674792427
251	0.2673221525
252	0.2671895882
253	0.267046785
254	0.2667439681
255	0.2665791861
256	0.2664140174
257	0.2662078681
258	0.2660507291
259	0.2658170849
260	0.2655771265
261	0.2654058041
262	0.2652092648
263	0.2649972226
264	0.2648744861
265	0.2646939469
266	0.2645180056
267	0.2643378093
268	0.2640108276
269	0.2639165226
270	0.2637439474
271	0.2636089104
272	0.2634664464
273	0.2633128661
274	0.2631432181
275	0.2629963511
276	0.2628506233
277	0.2627010902
278	0.2625644392
279	0.2624930252
280	0.262370719
281	0.2622788797
282	0.2621779263
283	0.2620654896
284	0.2619215134
285	0.2618376715
286	0.261726021
287	0.2616326835
288	0.2615207723
289	0.2614325955
290	0.2613379071
291	0.2611849524
292	0.2610306482
293	0.260919176
294	0.2607595617
295	0.2605781196
296	0.2604511357
297	0.2602923413
298	0.2602027426
299	0.2600514922
300	0.2599350668
301	0.2597779281
302	0.2595693211
303	0.2594416627
304	0.2593484623
305	0.2592389038
306	0.259149373
307	0.2590049735
308	0.258936241
309	0.2588055323
310	0.258700752
311	0.2585677629
312	0.2584247794
313	0.2582539313
314	0.2581360487
315	0.2580064951
316	0.2578548038
317	0.2577804553
318	0.2576773485
319	0.2575806842
320	0.2574755841
321	0.2573814963
322	0.2572441231
323	0.2569266683
324	0.2567904195
325	0.2565232044
326	0.2564000977
327	0.2562354252
328	0.256132707
329	0.2560390497
330	0.2559467644
331	0.2558462887
332	0.2556871094
333	0.2556018337
334	0.2555465373
335	0.2554531261
336	0.255368102
337	0.2551713529
338	0.2550783118
339	0.2549966874
340	0.2548849706
341	0.2547403669
342	0.2546467932
343	0.2545109834
344	0.2543825739
345	0.2542871656
346	0.2541901221
347	0.2541008592
348	0.2539529727
349	0.2538544777
350	0.2537049411
351	0.2536125733
352	0.2535684079
353	0.2534324203
354	0.2533213327
355	0.253241808
356	0.2531266167
357	0.2530356993
358	0.2529285913
359	0.2528078183
360	0.2526947755
361	0.2525956517
362	0.2524400427
363	0.2523518119
364	0.2522324045
365	0.2521617053
366	0.252041811
367	0.2519615906
368	0.251849486
369	0.2517613063
370	0.2516315801
371	0.2515567826
372	0.2514374346
373	0.2513588289
374	0.2512660914
375	0.2511689299
376	0.2510954616
377	0.2509998334
378	0.2508231725
379	0.2507169705
380	0.250664225
381	0.2505707699
382	0.2504975894
383	0.2503663846
384	0.2502964264
385	0.2502343961
386	0.2501238071
387	0.2500850859
388	0.2500315498
389	0.2499885175
390	0.2499100668
391	0.2498034277
392	0.2497350662
393	0.2495535142
394	0.2495012656
395	0.2494682504
396	0.2493001507
397	0.2492235766
398	0.2491719606
399	0.2491102679
400	0.2490584216
401	0.2490031779
402	0.2487729679
403	0.2486672532
404	0.2485287893
405	0.2484759813
406	0.2484025746
407	0.2483136852
408	0.2482539863
409	0.2480985625
410	0.2480719865
411	0.2480334816
412	0.247935709
413	0.2478158999
414	0.2477694534
415	0.2477185169
416	0.2476294427
417	0.2474337791
418	0.2473511542
419	0.2472532164
420	0.2471467082
421	0.2470616397
422	0.2469897373
423	0.2468500549
424	0.2466826088
425	0.2466276361
426	0.2465229362
427	0.2464319087
428	0.2463849213
429	0.2463117381
430	0.2462274727
431	0.246127576
432	0.2460583989
433	0.2460085618
434	0.245912276
435	0.245815713
436	0.2457141815
437	0.245627875
438	0.2455563488
439	0.2454864694
440	0.2453605179
441	0.2451029095
442	0.2450271928
443	0.2449795872
444	0.2449085272
445	0.2448275762
446	0.2448095
447	0.2447554379
448	0.244689418
449	0.2446235619
450	0.2445448958
451	0.2444333203
452	0.2443737695
453	0.2443168731
454	0.244253854
455	0.244194063
456	0.2441323664
457	0.2440338878
458	0.2439840772
459	0.2438803711
460	0.2438140338
461	0.2437758121
462	0.2437260936
463	0.2436358942
464	0.2435670861
465	0.2434390348
466	0.2433449419
467	0.2432826694
468	0.2432172338
469	0.2431601762
470	0.24311558
471	0.2430495121
472	0.2429759599
473	0.2429064595
474	0.2428334304
475	0.2427588618
476	0.2427129581
477	0.2426515288
478	0.2424529586
479	0.2424001885
480	0.242334682
481	0.242263706
482	0.2422226915
483	0.2421777417
484	0.2420922373
485	0.2420261837
486	0.2419627872
487	0.2419406546
488	0.2418973294
489	0.2416533897
490	0.2415353511
491	0.2414490773
492	0.2414136198
493	0.2413547777
494	0.2413198793
495	0.241245945
496	0.2412013787
497	0.2411216516
498	0.2410689361
499	0.2410247302
